"","Nh_real_1","Nh_PIMLE_1","Nh_MLE_1","Nh_MoS_1","Nh_GNSUM_1","Nh_MLE_mod_1","Nh_TEO_1","Nh_Zheng_1","Nh_real_2","Nh_PIMLE_2","Nh_MLE_2","Nh_MoS_2","Nh_GNSUM_2","Nh_MLE_mod_2","Nh_TEO_2","Nh_Zheng_2","Nh_real_3","Nh_PIMLE_3","Nh_MLE_3","Nh_MoS_3","Nh_GNSUM_3","Nh_MLE_mod_3","Nh_TEO_3","Nh_Zheng_3","Nh_real_4","Nh_PIMLE_4","Nh_MLE_4","Nh_MoS_4","Nh_GNSUM_4","Nh_MLE_mod_4","Nh_TEO_4","Nh_Zheng_4","Nh_real_5","Nh_PIMLE_5","Nh_MLE_5","Nh_MoS_5","Nh_GNSUM_5","Nh_MLE_mod_5","Nh_TEO_5","Nh_Zheng_5","Nh_real_6","Nh_PIMLE_6","Nh_MLE_6","Nh_MoS_6","Nh_GNSUM_6","Nh_MLE_mod_6","Nh_TEO_6","Nh_Zheng_6","Nh_real_7","Nh_PIMLE_7","Nh_MLE_7","Nh_MoS_7","Nh_GNSUM_7","Nh_MLE_mod_7","Nh_TEO_7","Nh_Zheng_7","Nh_real_8","Nh_PIMLE_8","Nh_MLE_8","Nh_MoS_8","Nh_GNSUM_8","Nh_MLE_mod_8","Nh_TEO_8","Nh_Zheng_8","Nh_real_9","Nh_PIMLE_9","Nh_MLE_9","Nh_MoS_9","Nh_GNSUM_9","Nh_MLE_mod_9","Nh_TEO_9","Nh_Zheng_9","Nh_real_10","Nh_PIMLE_10","Nh_MLE_10","Nh_MoS_10","Nh_GNSUM_10","Nh_MLE_mod_10","Nh_TEO_10","Nh_Zheng_10","Nh_real_11","Nh_PIMLE_11","Nh_MLE_11","Nh_MoS_11","Nh_GNSUM_11","Nh_MLE_mod_11","Nh_TEO_11","Nh_Zheng_11","Nh_real_12","Nh_PIMLE_12","Nh_MLE_12","Nh_MoS_12","Nh_GNSUM_12","Nh_MLE_mod_12","Nh_TEO_12","Nh_Zheng_12","Nh_real_13","Nh_PIMLE_13","Nh_MLE_13","Nh_MoS_13","Nh_GNSUM_13","Nh_MLE_mod_13","Nh_TEO_13","Nh_Zheng_13","Nh_real_14","Nh_PIMLE_14","Nh_MLE_14","Nh_MoS_14","Nh_GNSUM_14","Nh_MLE_mod_14","Nh_TEO_14","Nh_Zheng_14","Nh_real_15","Nh_PIMLE_15","Nh_MLE_15","Nh_MoS_15","Nh_GNSUM_15","Nh_MLE_mod_15","Nh_TEO_15","Nh_Zheng_15","data"
"1",1000,988.431508095572,987.205175177467,992.772591681817,989.641319942611,984.312568971422,986.197234628896,974.920040711803,1000,994.559431891627,989.254054670353,1004.58867729281,945.152505446623,991.962774957699,988.802668707758,986.453333955282,1000,1021.17204982724,1019.50455580866,1030.07495849126,1014.01869158878,1020.72718081073,1020.06194990922,1013.40957588718,1000,1026.64144814396,1023.46824462126,1037.68809219557,986.434108527132,1026.4737854978,1024.53877730985,1046.53097294724,1000,983.069737299116,986.239186912953,988.180642787866,993.528904227783,984.171210748534,986.785216147104,976.289332117283,1000,1001.38738621888,1000.25664423406,1007.62543995114,1005.35970192032,998.006471853507,1000.44956536104,985.695159524958,1000,997.88399216195,994.970566382809,1005.06915590716,988.305421515754,995.069142510927,995.657222277084,993.871902686657,1000,982.980771373037,981.888633754305,993.332142777948,974.337795499857,984.724474424049,981.830045701198,984.376186613601,1000,1018.52678432911,1017.94333087275,1029.47146644437,1029.39994257824,1021.8308253534,1018.39932085532,1024.51256468842,1000,997.929229240118,996.434886772004,1005.29732053506,990.558548341367,996.588374229104,1000.82985791764,1045.02673713107,1000,995.497896687358,990.439770554493,1006.64386562076,988.211845102506,993.213735841281,1006.54267247921,988.679074745185,1000,1006.99878401723,1003.70433692369,1015.37478455287,1002.39043824701,1003.62426204098,1004.36259142438,998.035950348762,1000,995.502515118018,991.049796197589,998.728310834774,1035.09973206311,986.005894841919,992.267553442617,999.422175779919,1000,996.375939064575,995.431182181611,1001.29649339473,994.86301369863,993.12466762896,996.26552820923,990.848703533509,1000,1006.30296236497,1004.42377495463,1017.36787553857,994.664420106712,1007.80943239824,1005.13018072299,1005.40309363589,0
"2",1000,989.242667224929,985.486502733805,992.176437518729,985.289066971952,981.672182818123,984.038411875414,975.401495694089,1000,993.061641828852,984.147764464809,1002.8612796692,935.606060606061,985.984834804295,987.805437973457,988.601886142271,1000,1019.8679939681,1015.95183060811,1027.6623489196,1020.40699340785,1016.9172001691,1016.95139185246,1018.3899087023,1000,1020.86243959523,1015.06742962303,1031.98618798161,977.325581395349,1018.41166899385,1015.11326040589,1038.98516168198,1000,981.620624695464,982.764524597649,986.277978801892,995.375722543353,979.940247545881,982.55013029358,965.757706671013,1000,1003.36249236337,1000.45662100457,1008.83069747752,1007.64587525151,997.884069797231,1001.44819611062,982.454902802035,1000,1003.63827421641,998.456437228447,1010.54473266444,991.484530229918,998.437410675153,998.299421010497,992.706845364727,1000,984.413325302537,981.180790636296,993.806388260287,980.843131631775,983.939517149849,982.544342664386,986.936862687594,1000,1016.24034018024,1012.68732970027,1026.552638204,1031.18497109827,1016.35287727841,1013.7757039868,1016.76686443941,1000,998.140716661283,993.410543130991,1007.3820980837,977.955630440887,994.899562520355,993.789758386828,1048.6902755978,1000,994.500452304538,989.006596042375,1005.66788847085,989.317337903456,991.823573993505,987.53124713162,991.762187222452,1000,1001.62157745718,994.91679445675,1010.68761786213,994.747302668938,995.252181685958,994.39385227267,999.819548462702,1000,994.836016563303,988.991558293406,999.215348696609,1021.14252061249,985.526961457649,991.268027495689,1002.0593084269,1000,990.286148127077,986.841354113147,994.673810932159,996.053010659752,984.512665328911,986.373384915405,980.609376042002,1000,1000.51210618005,996.111048029976,1010.43976390118,981.841074426413,999.085123384968,994.122540888246,1001.60950950196,0.111111111111111
"3",1000,987.135361728215,979.270457538796,993.334482248661,976.641918903484,977.77735424727,978.896981050104,969.281470491802,1000,995.610372015669,983.165175636665,1005.90366980314,920.963855421687,986.38668988761,984.313232477323,971.368898176172,1000,1036.71824275482,1027.08124373119,1046.51179008725,1023.70751213939,1029.51033148854,1026.69880665518,1029.17321368205,1000,1027.5076134136,1010.38171441682,1037.12661678606,963.648796498906,1012.79638473863,1009.3697675952,1035.18104928104,1000,1016.90787419399,1009.80842032809,1022.02551147026,1022.35772357724,1007.43343385732,1009.8995593588,998.731346832167,1000,1010.20352450906,999.198236119463,1016.95010570058,998.712077847739,995.909242258479,997.511742455027,970.946074724347,1000,1011.43369494662,1001.22737911743,1016.25836229853,996.505681818182,999.14357223427,1000.95660887634,984.379534130496,1000,1010.67324538033,1001.18370528625,1021.21806000968,970.828667413214,1003.66604279623,1001.0619155733,983.340914932405,1000,1030.84858079377,1022.39377855987,1044.75154670291,1043.81338742394,1029.63931277345,1023.3195168824,1050.69878875594,1000,999.544708983069,990.042633551747,1006.60529757416,993.995978167193,989.840600218941,990.659430574142,1033.6068666533,1000,1002.71086682285,992.097577735784,1012.17000199382,981.586402266289,993.301545135737,991.898765704119,992.195058612018,1000,998.951697031412,989.925298377172,1006.42407857284,973.185143500281,989.081695683009,989.322963751587,972.094547654473,1000,998.19859108175,986.996024985804,999.63534767625,1014.94890510949,981.988497045164,988.036479357045,1001.37385722106,1000,999.949863389153,992.571509890423,1004.83934482785,997.825464949928,989.610330645741,992.937007950654,973.379237539108,1000,995.547941969094,982.39356884058,1006.18575396852,971.068830442082,986.676016830295,980.322026441554,1000.52537164154,0.222222222222222
"4",1000,1021.3570350261,996.737170497152,1025.96982417339,983.201581027668,992.476274615977,997.581306903611,982.193615724123,1000,990.452417679237,962.852602304331,1002.97815450465,950.126015121815,968.367075119872,962.731579120346,988.043471207165,1000,1047.71243636337,1030.46691395079,1056.70385085888,1033.59840954274,1032.37281500519,1032.20579614764,1016.20897273831,1000,1026.75372544873,1008.37188182876,1036.10257880949,1010.58020477816,1011.66015295053,1009.01741272866,1014.68231412395,1000,1009.78170855776,996.170772132366,1011.02082024358,999.140154772141,991.198821707425,997.047866995133,973.810642829573,1000,982.17072944693,970.66559926807,987.650637661347,977.541030809099,964.921754651236,973.615103224012,923.331892740873,1000,1009.24623477348,995.437720581906,1020.23466500316,1000.92325447201,998.202629110503,996.200900194278,993.271925868513,1000,976.037151530886,962.323436148746,983.038826019416,943.822448402601,962.871163379188,962.606220196067,961.194643812496,1000,1045.92570068783,1031.38140256808,1052.99301199586,1035.03256867743,1031.91140927469,1030.08115967703,1020.58867814006,1000,1027.27647436573,1014.47252215037,1035.95388192742,984.762168141593,1016.34880495031,1015.36091401081,1061.90636970782,1000,987.789704621963,971.325246312432,1002.42315012172,946.738828753816,976.227045075125,968.647345734155,988.932501640983,1000,1018.48632512744,998.093557933075,1028.78098562585,1019.38390002906,999.954388145479,998.147587844089,997.775012477076,1000,1004.87588770778,987.105240635609,1007.3314325264,1043.45597104946,981.104362669207,986.220857425684,987.29623710643,1000,1013.08472486974,993.786705251511,1020.93828447187,1000.51413881748,994.827246701707,994.317298995072,992.770518541017,1000,1025.68442819694,1007.75039745628,1035.36366994969,970.393657736468,1010.4814283437,1007.43091080116,1004.08840982536,0.333333333333333
"5",1000,1018.03235991824,994.20465357668,1019.52849127207,947.047514419116,991.380549597778,992.763724100261,1002.45429456436,1000,1026.02495094659,1003.04276779174,1033.59219235255,1012.85917496444,1002.30103377602,1004.1885680102,997.549861656867,1000,1068.91527856225,1035.69611666949,1077.48769328786,1072.74590163934,1037.54157339001,1036.09016141028,1050.97743596075,1000,1052.00690875233,1018.01724137931,1063.68633102105,989.581005586592,1020.15135110231,1020.04864819349,1047.91280371393,1000,1005.61387093498,979.379113584362,1016.03755419817,980.792079207921,981.023343551049,979.526590347667,1002.981482477,1000,1039.1980704835,1013.26803712773,1049.39192416162,952.824631860776,1016.07616669268,1012.84136298956,1025.66718728582,1000,1017.61789965721,995.905019195223,1025.57714269224,1012.1676300578,999.657465817943,996.97169635011,1026.98318743581,1000,997.332529075258,974.273218420376,1008.3972958882,963.613231552163,978.011971557508,975.298582453293,999.312513997861,1000,1050.01179130583,1030.47091412742,1064.36572272636,1065.9649122807,1039.75616573277,1038.77052193305,1082.15456899001,1000,999.889773430158,975.846101074777,1004.95570195821,940.727473133094,973.456794817203,975.222463083232,1008.29191360663,1000,1044.63352301022,1015.62187061887,1059.19232825505,967.220708446866,1021.94929551513,1017.60612947889,1044.36684384981,1000,1029.90287204694,998.014691284495,1034.2974254825,1010.01722158439,992.325870389553,999.049368147607,943.923684778741,1000,1043.32274366009,1008.13492063492,1047.40797791364,1040.27493419128,1003.78367394552,1009.52700390325,1015.36480887981,1000,1047.21821314703,1022.0562894888,1051.64026564156,1063.59832635983,1015.58516669584,1028.06217883456,1015.84672481851,1000,994.17630078037,966.269223144241,1003.34028163011,950.626915575369,966.068580165929,967.419187222108,983.049417336836,0.444444444444444
"6",1000,1011.32767761247,974.861537578558,1014.27602259845,988.966521106259,972.611917223056,976.02354493574,986.999805604526,1000,1046.10015264557,1005.85747757015,1055.10284426465,920.580543933054,1005.29639437767,1008.9330797638,978.976323954577,1000,1044.80601425611,1004.04000452028,1052.09924912812,1025.064897606,1004.64929572687,1004.27698208247,986.55843062967,1000,1032.3138965438,993.27991729129,1045.40510287251,940.630949143323,992.221805719182,992.788388535087,1021.02903637633,1000,987.904845718849,973.097703737055,989.413494581636,989.130434782609,969.607016612488,972.471962831317,950.185273791112,1000,1038.41075204007,1018.54921687436,1048.07190688778,1031.76027793862,1015.50166699912,1019.47376141307,999.183579184688,1000,1010.26734255763,983.016983016983,1015.51455824307,980.917117630305,980.727173318753,984.189781107871,952.274669313621,1000,1000.31175479673,969.742684731868,1009.89937903147,926.291462751495,967.149451260709,976.299279851813,931.536998301445,1000,1014.4126614042,993.059522449446,1033.16148069752,993.683909688482,997.025374170077,992.042593050749,1013.66703032902,1000,1062.39383316979,1028.2060712366,1071.89207937762,1033.67463026166,1028.33019894707,1041.51824865435,1055.12196885784,1000,1024.71087579249,989.955167130129,1036.60779930707,1024.31004110393,995.787142221055,989.13376827167,995.388742631659,1000,1015.09309137028,978.238018125515,1032.92596599368,994.598497978047,979.453093888078,981.978922107813,971.735188993804,1000,998.711889856248,965.496626526604,1009.06869270549,1013.90134529148,964.135249000756,965.941326758922,987.434837469579,1000,987.677209516111,961.57769466168,994.009503945203,982.228654124457,960.487262750929,963.692682311821,965.924929030528,1000,1021.3814674764,984.51176537456,1029.83286394334,1005.31050493326,989.645426809527,983.65639256426,997.781044516585,0.555555555555556
"7",1000,982.57116154254,959.646657297731,992.28456573517,983.539094650206,959.903608005891,958.854145983689,983.85890243528,1000,1029.46513592219,994.398475930507,1029.75759018743,954.475982532751,987.891000169488,994.198637364349,961.655069981245,1000,1029.79244749642,1001.28995270173,1043.66843400859,924.318602804975,1005.15285920378,1003.26753627281,998.763147344855,1000,1016.90117916095,979.133858267717,1037.36759345067,965.022172949002,990.361294995952,980.415420769596,1065.84032486384,1000,1022.41580197537,988.436514475666,1020.84935902222,1026.55650634405,981.596361406532,987.169091675075,945.551667717738,1000,1029.65726078872,988.931254268154,1035.75871582396,991.866438356164,983.81584484649,988.775952423724,974.834824853734,1000,1013.90474344144,976.883220406536,1018.2669731682,963.064833005894,973.542551702484,979.985312912237,960.136293735738,1000,998.921070843275,968.014863512934,1014.15179334345,963.196814562002,973.239226144632,968.081642483616,969.611648121323,1000,1019.60706457089,979.370955435612,1026.15799204346,1006.59308742376,983.698223172555,981.607542216345,990.87440414905,1000,1022.92456148066,988.78698139789,1034.02132734739,1000.61099796334,990.760088807627,987.16276186213,1029.42504171145,1000,983.711998220709,943.007230004519,991.825081571805,970.639534883721,946.00669391579,943.953607636317,942.057576589107,1000,1052.84689829071,1016.09396617444,1061.45808372297,1037.986732045,1007.95451362631,1017.47206186485,944.467013316229,1000,1022.1873860539,989.121745089082,1026.77182291886,1062.34283961975,984.77670094262,987.292349339482,1018.52005264699,1000,1023.84097247122,990.518603648901,1030.99781252346,967.855137563167,988.252763381186,992.069800134191,996.93773111669,1000,1077.78010529,1031.82941903585,1086.11673921873,1021.38487208009,1032.87788855601,1033.28512616355,997.271623801491,0.666666666666667
"8",1000,1005.30899949951,971.596250819065,1010.21318375212,1001.88014101058,971.315840939341,973.531393763487,945.904570432636,1000,973.884293856906,932.963894936244,982.968964801999,912.807745504841,936.076297678957,933.245149454687,923.913193080637,1000,1053.73202953459,1012.98997265269,1064.65053300236,1057.07491082045,1016.08322205438,1012.93221430744,1040.17597724874,1000,1095.37428289853,1056.550775316,1115.43489891375,981.67776298269,1064.60854798276,1055.98201096724,1106.60367658772,1000,1059.25050892246,1025.3452899282,1073.17914572949,1046.49793996468,1029.75756101516,1026.57785688463,1033.82098237748,1000,1021.93585198301,993.846946368267,1028.89209660819,979.881489841986,991.952484237267,1007.41777239249,978.81242834193,1000,1028.07104200173,997.771492243079,1042.83086288601,962.066115702479,1003.3653330473,1001.50878474061,989.001070808394,1000,1001.97279064046,977.417992397578,1011.88759314456,979.486455981941,979.353812124769,979.216910000971,964.428999274036,1000,1022.26060713459,992.637517630465,1042.15693892997,1028.61736334405,999.859824325783,992.189241188162,1039.07375956077,1000,1078.83248194797,1032.8515481926,1093.76425046249,1072.84167398303,1039.39369882278,1031.72819293082,1112.3905849364,1000,971.64395645996,935.799102323732,986.077168850267,903.015350877193,942.445823622083,937.685666815554,969.034824519528,1000,995.391057800259,955.999323066509,1009.56473041572,957.457627118644,962.463889383195,955.36516722797,1006.42357944923,1000,978.32699992454,941.555141453498,987.306822553984,958.000574547544,939.999887249624,941.725663691052,937.109737708598,1000,984.107213660091,958.318221131044,998.357052558379,995.334685598377,962.577484839314,971.309485349314,997.190721298789,1000,1014.7490741084,970.870507444204,1029.51240715413,929.811320754717,980.869406974364,972.331321159837,990.397546779096,0.777777777777778
"9",1000,1010.10479404562,980.283215089609,1021.27661362196,989.217941345601,977.73883389381,980.813870802333,978.42831998753,1000,1030.11515164017,985.537898708129,1042.75828273786,966.694701429773,987.496635031187,985.844027955133,960.155247319516,1000,1084.89138426491,1046.14120114503,1091.07028054612,1016.83195592286,1042.70717982327,1046.94147954462,993.220942377307,1000,1055.92680170511,1024.76842529199,1073.43994719485,946.162018592297,1031.03455594768,1024.35071272988,1088.37090677001,1000,1043.88151350836,1009.19816036793,1053.18308859592,943.112653497064,1006.98324022346,1010.22797508184,973.774491791798,1000,1035.43597118403,1008.95129693711,1044.81791430825,990.732940185341,1008.03456118495,1009.41424678322,1010.23558505292,1000,1049.8341877151,1012.94897929886,1060.15563383768,1015.25179856115,1014.61334642182,1012.73878892785,1000.29934754422,1000,1061.01791858359,1029.78518392564,1078.2826314925,1012.454722764,1037.6347361247,1031.27472882079,1107.70622460086,1000,1074.49323307946,1022.18004645629,1091.59401584408,1055.11695906433,1028.14860121264,1023.20861653632,1070.05887131176,1000,1018.41557420464,979.968709839638,1037.59444536898,1075.32188841202,988.806846691762,980.353014669861,1084.24957887699,1000,1026.22976993811,993.521199438122,1044.09941818408,943.561121698884,1000.28092644153,991.875745925905,982.229894570566,1000,1038.58526586873,1008.01904168202,1056.28147316048,977.57625721352,1010.35327620223,1008.8170212516,1018.45186674909,1000,1006.4961168735,968.898290549425,1010.83268642065,1008.44986611128,963.31552889416,972.656710176223,976.075328392722,1000,1053.84421667023,1026.70726402784,1068.1213005828,1016.82940838598,1024.92796807244,1026.59271725315,1022.70717165021,1000,1085.37089459212,1055.43728423475,1105.5718895541,1017.66990291262,1062.26438039645,1056.75439445366,1093.5640124428,0.888888888888889
"10",1000,981.645278863086,943.731490621915,990.102727402472,972.391746585295,941.932020996883,944.962427357235,935.057402591416,1000,1043.9384361382,1006.01684717208,1059.53746911742,951.80265654649,1011.02242493349,1007.85959275474,1013.33477599432,1000,1067.25872768945,1037.57408366419,1073.83005512876,1026.87927107062,1032.76651069021,1039.92524206689,1007.96020193902,1000,1042.28595390867,991.322527063406,1052.99275578797,960.727171801277,990.919552733581,992.071757936638,1029.64134700972,1000,1042.04527816727,1012.42059083269,1042.37179448837,1048.96694214876,1006.68308324489,1011.74936193394,994.090292854522,1000,1058.41121251196,1022.31075697211,1062.82327589281,1076.53581060833,1019.35576624772,1021.91212841854,980.566138326103,1000,1056.66366343732,1027.58679470424,1075.0704180191,1035.47094188377,1031.13738995575,1027.33564047594,1039.60253905542,1000,1000.53954770112,965.778385149755,1010.38180955927,968.369968598344,966.159817108831,967.644662343627,952.577544556263,1000,1063.172254767,1027.62762762763,1081.99364400713,1016.14819004525,1032.40111100469,1030.29415863933,1022.33676789147,1000,1004.83543442027,973.042616451933,1016.86792119694,977.610241820768,976.310346395127,971.51448440098,1042.05071352936,1000,1048.47172584718,987.689009906726,1065.95218981654,981.491076568797,991.556968651248,988.750586015779,991.944666123819,1000,1024.20762245865,989.243323442136,1038.45627845229,993.153824119164,986.870569125438,993.703329534365,973.54590893475,1000,1048.57819041015,1005.55017931349,1047.62135655146,1023.13929916015,995.976138747096,1006.95446049732,1008.21875828815,1000,1018.55462889712,980.701901800969,1032.82166002199,963.246217331499,988.146977479257,981.439133179556,1039.52892718492,1000,1063.29288977421,1028.78787878788,1073.18525594088,1062.50369058164,1031.01417774611,1028.84026566539,1063.11705164684,1
