"","Nh_real_1","Nh_basic_sum_1","Nh_basic_mean_1","Nh_real_2","Nh_basic_sum_2","Nh_basic_mean_2","Nh_real_3","Nh_basic_sum_3","Nh_basic_mean_3","Nh_real_4","Nh_basic_sum_4","Nh_basic_mean_4","Nh_real_5","Nh_basic_sum_5","Nh_basic_mean_5","Nh_real_6","Nh_basic_sum_6","Nh_basic_mean_6","Nh_real_7","Nh_basic_sum_7","Nh_basic_mean_7","Nh_real_8","Nh_basic_sum_8","Nh_basic_mean_8","Nh_real_9","Nh_basic_sum_9","Nh_basic_mean_9","Nh_real_10","Nh_basic_sum_10","Nh_basic_mean_10","Nh_real_11","Nh_basic_sum_11","Nh_basic_mean_11","Nh_real_12","Nh_basic_sum_12","Nh_basic_mean_12","Nh_real_13","Nh_basic_sum_13","Nh_basic_mean_13","Nh_real_14","Nh_basic_sum_14","Nh_basic_mean_14","Nh_real_15","Nh_basic_sum_15","Nh_basic_mean_15","data"
"1",1000,980.946502876939,981.230960689846,1000,990.728159219886,991.043547800598,1000,1022.10055151467,1022.01875785675,1000,1017.69469159252,1017.53005268618,1000,986.487026746092,986.684326065223,1000,998.545324113744,998.656836759985,1000,997.733336007863,997.419230411798,1000,978.574289146976,978.541515813856,1000,1023.25395556976,1023.47448766997,1000,997.481813094572,996.803627803765,1000,990.846956313202,991.436492859591,1000,1009.24607392848,1009.22622959488,1000,994.294865378841,995.205179024014,1000,997.616138143793,997.54305613767,1000,1009.27495761444,1009.86493035714,0
"2",1000,976.916489075664,987.313379030912,1000,979.749200103341,993.709817553098,1000,1023.23995909446,1040.23949918221,1000,1011.75196534574,1024.10675786672,1000,981.89764047872,992.58964170184,1000,1001.09879132954,1012.49968914534,1000,1005.59449033587,1017.48825786314,1000,979.228486646884,993.380166798168,1000,1035.66432148578,1047.40709477931,1000,1005.1131331025,1018.26330358644,1000,999.558605192408,1012.89047013908,1000,1019.1672706773,1029.5401006157,1000,986.080498798674,1000.08267416897,1000,1004.98172030051,1017.75560275612,1000,1005.73970725507,1015.29494087279,0.111111111111111
"3",1000,988.79861165891,1049.5134482934,1000,974.303648489604,1038.42605936153,1000,1036.32933730907,1101.40945641636,1000,1037.63104207486,1100.52152424259,1000,977.919860212065,1030.9319618491,1000,1010.61292630575,1067.40957468213,1000,1004.73914452366,1061.75418902593,1000,972.511203585147,1020.19319512987,1000,1026.37522180997,1099.4873801386,1000,1012.8408020994,1078.29634636328,1000,971.403272222334,1030.55845154088,1000,1001.53652744797,1051.95838925682,1000,987.933186708673,1050.83107365668,1000,992.940423574586,1044.06401828539,1000,1009.7267253358,1069.28175249775,0.222222222222222
"4",1000,968.413538754387,1155.70919324403,1000,1012.42373598051,1166.03789994397,1000,1011.05751096818,1182.11650065604,1000,989.147347895452,1152.29436379102,1000,987.917272130103,1159.53306737752,1000,1021.41975554405,1172.22307705505,1000,996.518452203322,1174.98394376843,1000,952.529547138901,1076.11373471844,1000,1006.52061548249,1162.3640710678,1000,1007.5022506752,1197.56430206226,1000,1041.57298777746,1212.25600153314,1000,982.026723424382,1132.57355734005,1000,997.731523858797,1194.74597436439,1000,992.753184359797,1179.18997819503,1000,959.576214863755,1127.22699338342,0.333333333333333
"5",1000,981.910087762941,1217.00530310668,1000,967.040051575469,1276.62669844882,1000,1003.85718524379,1305.5336311784,1000,1048.6196535522,1330.61045353746,1000,977.200634417129,1245.17767149304,1000,979.614281786402,1222.27328685076,1000,972.017077069381,1249.87090810657,1000,1028.51742274819,1321.72812757631,1000,1058.33637802947,1358.15388786727,1000,1030.01141738705,1355.61040457938,1000,1023.89078498294,1349.91297593958,1000,982.178061667061,1289.10632903591,1000,999.187813236663,1214.65004741522,1000,990.534278585291,1225.43651599917,1000,1037.76076049644,1385.68209576314,0.444444444444444
"6",1000,978.413011335633,1463.61247374387,1000,960.500368503874,1346.66401093364,1000,981.311171941157,1411.83644244379,1000,1078.82896515546,1414.65421926391,1000,972.488038277512,1428.91329810653,1000,999.056357540105,1417.67883474575,1000,978.204150443544,1500.5689545922,1000,967.832673645295,1286.83257987359,1000,992.182202544773,1388.41778516691,1000,1000.31914469222,1429.85452102711,1000,986.159514089416,1397.2578931306,1000,989.021818396831,1304.38664536397,1000,1032.32620265485,1516.42493515667,1000,1017.9148193472,1505.86153717131,1000,1045.76504133418,1475.17547250985,0.555555555555556
"7",1000,983.547423899321,1442.03441414584,1000,1020.60228284627,1450.82314389867,1000,1062.79499281757,1594.24385033415,1000,1018.04637080711,1556.66709100077,1000,941.614084287606,1650.21367888943,1000,976.727432813719,1438.31112952745,1000,986.438679245283,1473.59538372249,1000,948.761708207652,1447.93534747571,1000,1044.45072469619,1521.9188198543,1000,1024.99145505358,1542.69694009263,1000,1011.3356730808,1543.33966414287,1000,992.75829087857,1419.07442083578,1000,1089.75678011441,1654.28362168871,1000,1001.59384232623,1438.75433981816,1000,1029.11012937835,1733.90199614463,0.666666666666667
"8",1000,1035.8133365489,1561.69939405775,1000,970.255383074612,1591.6103123055,1000,972.186631448227,1509.92338360991,1000,1014.80579664611,1645.82075824708,1000,999.660047593337,1574.07309623453,1000,958.599169200803,1445.54627204077,1000,1008.6194772056,1516.09519278199,1000,1000.63189221142,1674.36780652996,1000,1012.9721855869,1769.83193179797,1000,987.763413181705,1547.27861997591,1000,979.095732045293,1443.9886940622,1000,984.619062798852,1573.69084615259,1000,1004.29709059371,1534.37227781913,1000,959.515584365175,1460.11047908854,1000,1031.9089006921,1576.60508361828,0.777777777777778
"9",1000,990.945082513426,1584.61546046997,1000,1003.31413240748,1565.89979815371,1000,1041.26945076573,1591.78243901915,1000,1036.62583720509,1751.85113025725,1000,934.665671993404,1438.89225339284,1000,1016.07429535248,1648.19768596214,1000,984.185971361057,1462.10901783461,1000,975.634272847895,1483.69050789212,1000,1065.89815923528,1968.12807039259,1000,955.105720052517,1516.93364871153,1000,1007.98102245542,1615.55136505019,1000,981.822460144714,1655.42044555296,1000,970.100434832801,1590.2859852438,1000,1034.90861188869,1755.03502538174,1000,955.816223042921,1492.41458310035,0.888888888888889
"10",1000,956.69767718644,1429.79664558063,1000,979.762982794598,1595.98181164386,1000,1011.36736703874,1512.42990111904,1000,1022.96987427849,1538.29918788943,1000,1027.92440665673,1685.29437856864,1000,1051.17132903603,1688.62107571526,1000,948.819360144105,1611.93951410476,1000,964.960223477258,1623.67691989661,1000,995.340204557122,1670.76048059804,1000,959.973651580905,1368.9906647411,1000,1004.6515406959,1627.30981196159,1000,982.763056341652,1730.21075417622,1000,998.266087396988,1528.49505602262,1000,1000.8690906886,1540.14875007034,1000,989.75418134694,1705.47948115747,1
