"","Nh_real_1","Nh_basicvis_sum_1","Nh_basicvis_mean_1","Nh_PIMLEvis_1","Nh_MLEvis_1","Nh_MoSvis_1","Nh_GNSUM_1","Nh_MLE_modvis_1","Nh_TEOvis_1","Nh_Zhengvis_1","Nh_real_2","Nh_basicvis_sum_2","Nh_basicvis_mean_2","Nh_PIMLEvis_2","Nh_MLEvis_2","Nh_MoSvis_2","Nh_GNSUM_2","Nh_MLE_modvis_2","Nh_TEOvis_2","Nh_Zhengvis_2","Nh_real_3","Nh_basicvis_sum_3","Nh_basicvis_mean_3","Nh_PIMLEvis_3","Nh_MLEvis_3","Nh_MoSvis_3","Nh_GNSUM_3","Nh_MLE_modvis_3","Nh_TEOvis_3","Nh_Zhengvis_3","Nh_real_4","Nh_basicvis_sum_4","Nh_basicvis_mean_4","Nh_PIMLEvis_4","Nh_MLEvis_4","Nh_MoSvis_4","Nh_GNSUM_4","Nh_MLE_modvis_4","Nh_TEOvis_4","Nh_Zhengvis_4","Nh_real_5","Nh_basicvis_sum_5","Nh_basicvis_mean_5","Nh_PIMLEvis_5","Nh_MLEvis_5","Nh_MoSvis_5","Nh_GNSUM_5","Nh_MLE_modvis_5","Nh_TEOvis_5","Nh_Zhengvis_5","Nh_real_6","Nh_basicvis_sum_6","Nh_basicvis_mean_6","Nh_PIMLEvis_6","Nh_MLEvis_6","Nh_MoSvis_6","Nh_GNSUM_6","Nh_MLE_modvis_6","Nh_TEOvis_6","Nh_Zhengvis_6","Nh_real_7","Nh_basicvis_sum_7","Nh_basicvis_mean_7","Nh_PIMLEvis_7","Nh_MLEvis_7","Nh_MoSvis_7","Nh_GNSUM_7","Nh_MLE_modvis_7","Nh_TEOvis_7","Nh_Zhengvis_7","Nh_real_8","Nh_basicvis_sum_8","Nh_basicvis_mean_8","Nh_PIMLEvis_8","Nh_MLEvis_8","Nh_MoSvis_8","Nh_GNSUM_8","Nh_MLE_modvis_8","Nh_TEOvis_8","Nh_Zhengvis_8","Nh_real_9","Nh_basicvis_sum_9","Nh_basicvis_mean_9","Nh_PIMLEvis_9","Nh_MLEvis_9","Nh_MoSvis_9","Nh_GNSUM_9","Nh_MLE_modvis_9","Nh_TEOvis_9","Nh_Zhengvis_9","Nh_real_10","Nh_basicvis_sum_10","Nh_basicvis_mean_10","Nh_PIMLEvis_10","Nh_MLEvis_10","Nh_MoSvis_10","Nh_GNSUM_10","Nh_MLE_modvis_10","Nh_TEOvis_10","Nh_Zhengvis_10","data"
"1",1000,1090.90847438032,1090.90847438032,1117.79795315344,1103.00621736179,1117.79795315344,1148.30508474576,1103.00621736179,1122.99918019108,1115.66769623879,1000,980.951459987767,980.951459987767,1009.75811906331,984.614519043332,1009.75811906331,1036.17021276596,984.614519043332,987.895622624023,985.064367667954,1000,1028.58747096435,1028.58747096435,1061.35707103401,1033.935663267,1061.35707103401,1028.1124497992,1033.935663267,1035.24991901934,1060.49248863682,1000,1042.80314383721,1042.80314383721,1072.11968640097,1042.61564177355,1072.11968640097,1081.89655172414,1042.61564177355,1058.37480487456,1051.39349707166,1000,910.278393791794,910.278393791794,937.748637334342,912.234920008814,937.748637334342,851.254480286738,912.234920008814,916.708676063962,901.507822890288,1000,1011.68452714414,1011.68452714414,1038.84999002785,1009.92735896962,1038.84999002785,1121.00456621005,1009.92735896962,1012.84591848701,1018.66599559896,1000,927.028858498146,927.028858498146,942.284582936651,924.272486772487,942.284582936651,957.364341085271,924.272486772487,930.270918831731,927.048788539684,1000,1035.4624152284,1035.4624152284,1041.70282145926,1037.90963051835,1041.70282145926,990.272373540856,1037.90963051835,1040.27757080485,1031.29010620694,1000,1040.52877290881,1040.52877290881,1060.63253384882,1029.49821481002,1060.63253384882,1061.72839506173,1029.49821481002,1029.78214941996,1029.13882127294,1000,961.207917602357,961.207917602357,979.766348497439,953.520090160629,979.766348497439,893.772893772894,953.520090160629,951.011040810797,946.467784083147,0.1
"2",1000,924.521449997586,924.521449997586,962.605771926445,934.774026767863,962.605771926445,954.293628808864,934.774026767863,938.927766572868,939.611030665559,1000,985.899452431128,985.899452431128,1014.29130035233,989.580988230209,1014.29130035233,986.807387862797,989.580988230209,991.934880713946,994.489464664153,1000,1019.8365778222,1019.8365778222,1051.96608697116,1025.13926941572,1051.96608697116,1140.18691588785,1025.13926941572,1028.05129461501,1046.32643575268,1000,963.94771798977,963.94771798977,976.864496802463,963.774394589804,976.864496802463,959.657701711491,963.774394589804,969.038200244814,965.413328862567,1000,954.105069776643,954.105069776643,976.466384290875,956.15579579139,976.466384290875,971.988795518207,956.15579579139,959.217468307151,941.045028220038,1000,979.628297132104,979.628297132104,992.143672172311,977.926806578091,992.143672172311,948.952879581152,977.926806578092,977.066001383505,982.21728836908,1000,980.556655181832,980.556655181832,997.284499789371,977.641127132221,997.284499789371,1007.83289817232,977.641127132221,981.311134947042,983.979698506936,1000,996.902187735628,996.902187735628,1027.2285527649,999.25826965665,1027.2285527649,1050.27932960894,999.25826965665,1002.10721426401,998.883935728407,1000,1020.4879287716,1020.4879287716,1036.66832533929,1009.66982197773,1036.66832533929,1034.18803418803,1009.66982197773,1008.97736675347,996.709986584878,1000,1001.95020450793,1001.95020450793,1030.62643886815,993.936516588387,1030.62643886815,947.704081632653,993.936516588387,994.060981122426,982.757023136825,0.147368421052632
"3",1000,1075.21488757844,1075.21488757844,1121.42777762217,1087.13859489693,1121.42777762217,1102.27272727273,1087.13859489693,1087.22220473496,1098.05328035435,1000,981.588310792979,981.588310792979,1012.26961369343,985.253747970403,1012.26961369343,997.907949790795,985.253747970403,985.73360028227,987.797700596493,1000,985.375014623575,985.375014623575,1013.76954012701,990.498521585502,1013.76954012701,1095.67198177677,990.498521585502,988.892056527909,1010.34124663771,1000,1093.14387613918,1093.14387613918,1116.9286508739,1092.94732251938,1116.9286508739,1101.08695652174,1092.94732251938,1091.69743766725,1092.86974540313,1000,960.785054045522,960.785054045522,980.823849840555,962.850137826464,980.823849840555,962.421711899791,962.850137826464,966.185215475587,945.377640836579,1000,1010.72727303028,1010.72727303028,1029.07726897994,1008.97176748519,1029.07726897994,946.705426356589,1008.97176748519,1012.25607462847,1014.45090000719,1000,910.308899126436,910.308899126436,925.606535162452,907.602241520077,925.606535162452,919.191919191919,907.602241520077,912.319985686281,909.280561916896,1000,1033.23519947855,1033.23519947855,1055.87161812026,1035.67715095945,1055.87161812026,1081.26410835214,1035.67715095945,1045.32333639716,1033.32662997821,1000,1033.21106076816,1033.21106076816,1044.53315570274,1022.25807712096,1044.53315570274,992.063492063492,1022.25807712096,1025.526196608,1013.75199688086,1000,1023.13314537614,1023.13314537614,1037.39639725026,1014.95003438889,1037.39639725026,968.023255813953,1014.95003438889,1012.97063715026,1008.91927612837,0.194736842105263
"4",1000,953.681236649157,953.681236649157,982.948450779263,964.257183906134,982.948450779263,1071.05263157895,964.257183906134,966.877376251629,972.584412524338,1000,998.259663728763,998.259663728763,1023.08984984554,1001.9873549043,1023.08984984554,976.725521669342,1001.9873549043,1003.46016474316,1003.36409624269,1000,1038.27031133032,1038.27031133032,1072.97933698576,1043.6688500486,1072.97933698576,1128.46580406654,1043.6688500486,1047.58743517392,1057.14311789911,1000,983.162850802699,983.162850802699,1001.92618713737,982.986072410218,1001.92618713737,968.497576736672,982.986072410218,987.735896651724,983.88156266644,1000,1023.8716367994,1023.8716367994,1048.31694699322,1026.07231706812,1048.31694699322,1005.05902192243,1026.07231706812,1026.80699879329,1009.66068723988,1000,977.40257352699,977.40257352699,992.664679087415,975.704948773609,992.664679087415,957.792207792208,975.704948773609,971.358782859528,981.572386961859,1000,1100.08584052547,1100.08584052547,1122.02582653683,1096.8149116015,1122.02582653683,1084.90566037736,1096.8149116015,1095.43045505242,1100.85075885375,1000,1039.98253443906,1039.98253443906,1067.46466036656,1042.44043259367,1067.46466036656,1072.04116638079,1042.44043259367,1042.73225049524,1040.3297669298,1000,993.207897230735,993.207897230735,1007.16597905545,982.678983759223,1007.16597905545,1052.95138888889,982.678983759223,993.740441058007,975.700670681922,1000,1054.14558757833,1054.14558757833,1066.73195326155,1045.71443628697,1066.73195326155,1053.51170568562,1045.71443628697,1048.68033812622,1036.84074705213,0.242105263157895
"5",1000,988.314922565147,988.314922565147,1022.37285632974,999.274943684004,1022.37285632974,1066.71449067432,999.274943684004,1003.12195704894,1007.95307933655,1000,1018.43926060798,1018.43926060798,1049.55688368675,1022.24230623081,1049.55688368675,1052.14285714286,1022.24230623081,1023.87545510768,1024.95334140209,1000,1032.97928053275,1032.97928053275,1064.55168940137,1038.35030827021,1064.55168940137,1080.22922636103,1038.35030827021,1039.54333611925,1053.91339035191,1000,1027.84718700612,1027.84718700612,1049.73514401535,1027.66237411038,1049.73514401535,1013.08539944904,1027.66237411038,1029.83577626594,1032.91782144423,1000,1007.65356550105,1007.65356550105,1031.37576749581,1009.81938711345,1031.37576749581,1040.40404040404,1009.81938711345,1010.33080955494,990.569065977171,1000,1002.86346455576,1002.86346455576,1025.93836864905,1001.12161745222,1025.93836864905,960.106382978723,1001.12161745222,1000.96520498601,1007.6421682362,1000,909.961240170185,909.961240170185,926.066807970425,907.25561627201,926.066807970425,935.397039030956,907.25561627201,908.153511944011,912.28474771312,1000,972.944509839239,972.944509839239,1000.23714701406,975.243970105243,1000.23714701406,1025.86206896552,975.243970105243,981.821104216244,969.481160074579,1000,1024.89568462138,1024.89568462138,1039.07872578048,1014.03085157807,1039.07872578048,1001.38504155125,1014.03085157807,1011.60126643829,1006.98410824106,1000,995.03505503867,995.03505503867,1008.47977037281,987.076675107001,1008.47977037281,1019.97146932953,987.076675107001,988.880663745298,982.501419601219,0.289473684210526
"6",1000,1030.63703476561,1030.63703476561,1067.1066294542,1042.06639134923,1067.1066294542,1027.31591448931,1042.06639134923,1043.28481591497,1052.60287355538,1000,982.215364190719,982.215364190719,1008.18296870638,985.883142904621,1008.18296870638,987.719298245614,985.883142904621,985.366851007808,986.760133200079,1000,956.092551475456,956.092551475456,985.30484532712,961.063802797068,985.30484532712,1029.55665024631,961.063802797068,963.937317644122,976.560558052304,1000,984.683180155653,984.683180155653,1002.62412722795,984.506128399122,1002.62412722795,947.098976109215,984.506128399123,987.121131807733,990.24828837696,1000,988.578606771183,988.578606771183,1014.72125827174,990.703429215531,1014.72125827174,940.408626560726,990.703429215531,991.407664945026,973.338431305067,1000,1005.4014043108,1005.4014043108,1027.00461749283,1003.65514912663,1027.00461749283,986.254295532646,1003.65514912663,1003.3861943997,1005.1381466941,1000,975.856400321752,975.856400321752,986.715511381624,972.954847726607,986.715511381624,920.871559633027,972.954847726607,972.92518312268,973.584472721775,1000,1007.45605560208,1007.45605560208,1025.29316782132,1009.83708056926,1025.29316782132,995.862884160756,1009.83708056926,1010.15459346811,1004.50208050931,1000,982.252631239115,982.252631239115,1001.05446048717,971.839853621945,1001.05446048717,973.806752037253,971.839853621945,978.92405395915,965.166073937453,1000,985.532382236527,985.532382236527,999.758640036018,977.65000553725,999.758640036018,928.977272727273,977.65000553725,975.849923246845,972.111637631824,0.336842105263158
"7",1000,1035.10733732129,1035.10733732129,1071.57627701652,1046.58626779001,1071.57627701652,1054.53563714903,1046.58626779001,1046.33436219792,1051.06769910458,1000,1013.3223540671,1013.3223540671,1041.87451434945,1017.10629218909,1041.87451434945,1048.5807860262,1017.10629218909,1015.26330609428,1016.77327508935,1000,996.949038248041,996.949038248041,1027.92348275443,1002.13272492808,1027.92348275443,1061.79775280899,1002.13272492808,1004.94403524533,1017.88111984292,1000,1012.94639908828,1012.94639908828,1029.70418200713,1012.76426544078,1029.70418200713,1018.04670912951,1012.76426544078,1018.5954365949,1014.44459167288,1000,999.244165326735,999.244165326735,1023.7656225269,1001.3919120161,1023.7656225269,1023.11827956989,1001.3919120161,1001.55210682684,980.842097121866,1000,1043.63907657066,1043.63907657066,1061.85686627379,1041.82640738197,1061.85686627379,1037.7969762419,1041.82640738197,1041.17853396235,1045.5764035718,1000,1045.38940614538,1045.38940614538,1067.36615952312,1042.28110830223,1067.36615952312,1064.42731277533,1042.28110830223,1039.20864428572,1045.19954993975,1000,991.602247044974,991.602247044974,1013.2162825973,993.945803068674,1013.2162825973,1046.78998911861,993.945803068674,995.359839003511,991.225486671611,1000,957.55908532629,957.55908532629,974.335082297359,947.408081914647,974.335082297359,947.289156626506,947.408081914647,949.762381244135,940.125429995154,1000,991.269648279431,991.269648279431,1004.32041012853,983.341384409941,1004.32041012853,992.731048805815,983.341384409941,982.87461796878,977.525357751879,0.384210526315789
"8",1000,1052.15548105644,1052.15548105644,1092.633878549,1063.82346868812,1092.633878549,1098.47715736041,1063.82346868812,1063.84591427909,1071.32200387545,1000,980.409791033055,980.409791033055,1006.8608846906,984.070827393869,1006.8608846906,960.303300624442,984.070827393869,985.185105217384,985.84499972309,1000,966.808010223635,966.808010223635,996.927439066097,971.834977112094,996.927439066097,996.244131455399,971.834977112094,982.288748509482,988.361498341262,1000,991.537383796444,991.537383796444,1008.90278144937,991.359099614277,1008.90278144937,1001.87441424555,991.359099614277,997.077070206075,995.250958420954,1000,997.701196749982,997.701196749982,1019.9771449397,999.845627027035,1019.9771449397,999.055712936733,999.845627027035,998.962920712336,978.996496106795,1000,995.500536127528,995.500536127528,1013.14895557308,993.771477500195,1013.14895557308,982.758620689655,993.771477500195,994.332382629947,996.724516125129,1000,1007.21496940024,1007.21496940024,1025.28421692118,1004.22017712612,1025.28421692118,1016.02262016965,1004.22017712612,1019.75166392644,1008.08671225992,1000,999.947273833957,999.947273833957,1023.02953243559,1002.31055252152,1023.02953243559,1015.13718070009,1002.31055252152,1021.30350194975,998.040110317648,1000,971.534686222301,971.534686222301,988.751018017446,961.235528639757,988.751018017446,964.912280701754,961.235528639757,960.916594420588,956.533382481705,1000,1029.62531893868,1029.62531893868,1043.10048463269,1021.39028296292,1043.10048463269,1007.44878957169,1021.39028296292,1023.30961117033,1013.45723458264,0.431578947368421
"9",1000,1000.51100785706,1000.51100785706,1034.45790042148,1011.60627873216,1034.45790042148,1038.26311263972,1011.60627873216,1011.08007197025,1015.94703342709,1000,1023.61279503546,1023.61279503546,1054.82098221881,1027.4351596184,1054.82098221881,1063.26889279438,1027.4351596184,1029.68961580935,1024.7670463918,1000,1008.02358121956,1008.02358121956,1037.60484713661,1013.26485054293,1037.60484713661,1083.10991957105,1013.26485054293,1012.45216762883,1028.02692426608,1000,1041.42766006784,1041.42766006784,1063.4737854201,1041.24040532415,1063.4737854201,1042.68808114962,1041.24040532415,1040.93656792845,1046.3933833504,1000,975.308557998346,975.308557998346,1000.1957143341,977.40485818126,1000.1957143341,960.34341782502,977.40485818126,973.315546460401,958.607886271223,1000,985.828948422604,985.828948422604,1003.11754119035,984.116688120892,1003.11754119035,976.267095736122,984.116688120892,987.85572113427,992.298750488823,1000,998.754225859137,998.754225859137,1020.07251411377,995.784590249842,1020.07251411377,1015.2027027027,995.784590249842,996.653267510002,996.55858834107,1000,1004.63248811094,1004.63248811094,1029.97423796775,1007.00683984938,1029.97423796775,1021.62849872774,1007.00683984938,1010.23134880166,1002.99007636643,1000,955.017884625419,955.017884625419,969.46320051001,944.893820268899,969.46320051001,952.127659574468,944.893820268899,944.151494204752,935.45796986825,1000,1009.31339092743,1009.31339092743,1025.8089549049,1001.24081158016,1025.8089549049,973.2,1001.24081158016,1004.82351819522,993.854307726674,0.478947368421053
"10",1000,1030.89884557964,1030.89884557964,1070.78030215357,1042.3311055415,1070.78030215357,1075.5905511811,1042.3311055415,1041.90964209874,1051.00903177013,1000,966.610761808274,966.610761808274,995.826235591566,970.220269973227,995.826235591566,951.506245407788,970.220269973227,968.568251270045,970.219339891962,1000,996.390112405791,996.390112405791,1024.18007889506,1001.5708929228,1024.18007889506,1060.96563011457,1001.5708929228,1005.0995575851,1020.58397279227,1000,977.646947015978,977.646947015978,999.352207156833,977.471160415044,999.352207156833,991.274658573596,977.471160415044,980.725395605614,982.096590609391,1000,994.638028395828,994.638028395828,1022.46215489653,996.77587478686,1022.46215489653,1019.20062695925,996.77587478686,998.365665332332,980.854763995688,1000,1004.9092773088,1004.9092773088,1026.98821313079,1003.16387688705,1026.98821313079,1014.95398773006,1003.16387688705,1003.9341507454,1009.58275803205,1000,1020.33541155979,1020.33541155979,1040.89445092838,1017.30160775387,1040.89445092838,1011.4766641163,1017.30160775387,1019.66567571078,1019.13472262998,1000,1019.03485381639,1019.03485381639,1049.77865596018,1021.44324415348,1049.77865596018,1061.14239742558,1021.44324415348,1020.65639803052,1015.31419083441,1000,987.239536880186,987.239536880186,1002.6591386682,976.773893495302,1002.6591386682,984.690067214339,976.773893495302,975.863084227345,972.847790646208,1000,996.824403914199,996.824403914199,1017.69171011319,988.851712609167,1017.69171011319,986.910994764398,988.851712609167,990.316323831279,983.220221888087,0.526315789473684
